"date","location","gender","sociodemographics","indicators","statistics","scale","value"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Percentage of persons","units","34.1"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands","5471"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands","5451"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands","5716"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands","5655"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands","5450"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 3","Number of persons","thousands","5579"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","34.4"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","33.4"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","28.5"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","29.4"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","31.7"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Percentage of persons","units","29.7"
"2022-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands","5301"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands","5178"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands","4431"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands","4711"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands","5176"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Federal Parliament rating of 4 or 5","Number of persons","thousands","4849"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Percentage of persons","units","32.7"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Percentage of persons","units","33.7"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Percentage of persons","units","23.9"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Percentage of persons","units","25.1"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Percentage of persons","units","25.5"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Number of persons","thousands","5088"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Number of persons","thousands","5255"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Number of persons","thousands","3851"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Number of persons","thousands","4110"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 1 or 2","Number of persons","thousands","4175"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 3","Percentage of persons","units","35.3"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 3","Percentage of persons","units","36.8"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 3","Percentage of persons","units","37.1"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 3","Percentage of persons","units","35.3"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 3","Percentage of persons","units","35.5"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 3","Number of persons","thousands","5499"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 3","Number of persons","thousands","5729"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 3","Number of persons","thousands","5966"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 3","Number of persons","thousands","5783"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 3","Number of persons","thousands","5817"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Percentage of persons","units","32.0"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Percentage of persons","units","29.5"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Percentage of persons","units","39.0"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Percentage of persons","units","39.6"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Percentage of persons","units","39.0"
"2022-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Number of persons","thousands","4980"
"2023-04","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Number of persons","thousands","4600"
"2023-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Number of persons","thousands","6269"
"2024-07","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Number of persons","thousands","6482"
"2024-10","Canada (excluding territories)","Women","Non-Indigenous identity","Confidence in the Canadian media rating of 4 or 5","Number of persons","thousands","6383"
